,總統,黨派,年份,屆次,演說,演說_removePunc,tokens
325,陳水扁,民進黨,2000,10,今天，我們彷彿站在一座嶄新的歷史門前。臺灣人民透過民主錘鍊的過程，為我們共同的命運打造了一把全新的鑰匙。新世紀的希望之門即將開啟。我們如此謙卑，但絕不退縮。我們充滿自信，但沒有絲毫自滿,今天我們彷彿站在一座嶄新的歷史門前臺灣人民透過民主錘鍊的過程為我們共同的命運打造了一把全新的鑰匙新世紀的希望之門即將開啟我們如此謙卑但絕不退縮我們充滿自信但沒有絲毫自滿,"['今天', '，', '我們', '彷彿', '站', '在', '一', '座', '嶄新', '的', '歷史', '門', '前', '。', '臺灣', '人民', '透過', '民主', '錘鍊', '的', '過程', '，', '為', '我們', '共同', '的', '命運', '打造', '了', '一', '把', '全新', '的', '鑰匙', '。', '新', '世紀', '的', '希望', '之', '門', '即將', '開啟', '。', '我們', '如此', '謙卑', '，', '但', '絕不', '退縮', '。', '我們', '充滿', '自信', '，', '但', '沒有', '絲毫', '自滿']"
326,陳水扁,民進黨,2000,10,從三月十八日選舉結果揭曉的那一刻開始，阿扁以最嚴肅而謙卑的心情接受全民的付託，誓言必將竭盡個人的心力、智慧和勇氣，來承擔國家未來的重責大任,從三月十八日選舉結果揭曉的那一刻開始阿扁以最嚴肅而謙卑的心情接受全民的付託誓言必將竭盡個人的心力智慧和勇氣來承擔國家未來的重責大任,"['從', '三月', '十八日', '選舉', '結果', '揭曉', '的', '那', '一', '刻', '開始', '，', '阿扁', '以', '最', '嚴肅', '而', '謙卑', '的', '心情', '接受', '全民', '的', '付託', '，', '誓言', '必', '將', '竭盡', '個人', '的', '心力', '、', '智慧', '和', '勇氣', '，', '來', '承擔', '國家', '未來', '的', '重責大任']"
327,陳水扁,民進黨,2000,10,個人深切的瞭解，政黨輪替、政權和平轉移的意義絕對不只是「換人換黨」的人事更替，更不是「改朝換代」的權力轉移，而是透過民主的程序，把國家和政府的權力交還給人民。人民才是國家真正的主人，不是任何個人或政黨所能佔有；政府是為人民而存在的，從國家元首到基層公務員都是全民的公僕,個人深切的瞭解政黨輪替政權和平轉移的意義絕對不只是換人換黨的人事更替更不是改朝換代的權力轉移而是透過民主的程序把國家和政府的權力交還給人民人民才是國家真正的主人不是任何個人或政黨所能佔有政府是為人民而存在的從國家元首到基層公務員都是全民的公僕,"['個人', '深切', '的', '瞭解', '，', '政黨', '輪替', '、', '政權', '和平', '轉移', '的', '意義', '絕對', '不只', '是', '「', '換人', '換', '黨', '」', '的', '人事', '更替', '，', '更', '不', '是', '「', '改朝換代', '」', '的', '權力', '轉移', '，', '而是', '透過', '民主', '的', '程序', '，', '把', '國家', '和', '政府', '的', '權力', '交還給', '人民', '。', '人民', '才', '是', '國家', '真正', '的', '主人', '，', '不', '是', '任何', '個人', '或', '政黨', '所', '能', '佔有', '；', '政府', '是', '為', '人民', '而', '存在', '的', '，', '從', '國家', '元首', '到', '基層', '公務員', '都', '是', '全民', '的', '公僕']"
328,陳水扁,民進黨,2000,10,政黨輪替並不代表對於過去的全盤否定。歷來的執政者為國家人民的付出，我們都應該給予公正的評價。李登輝先生過去十二年主政期間所推動的民主改革與卓越政績，也應該獲得國人最高的推崇與衷心的感念,政黨輪替並不代表對於過去的全盤否定歷來的執政者為國家人民的付出我們都應該給予公正的評價李登輝先生過去十二年主政期間所推動的民主改革與卓越政績也應該獲得國人最高的推崇與衷心的感念,"['政黨', '輪替', '並', '不', '代表', '對於', '過去', '的', '全盤', '否定', '。', '歷來', '的', '執政', '者', '為', '國家', '人民', '的', '付出', '，', '我們', '都', '應該', '給予', '公正', '的', '評價', '。', '李登輝', '先生', '過去', '十二', '年', '主政', '期間', '所', '推動', '的', '民主', '改革', '與', '卓越', '政績', '，', '也', '應該', '獲得', '國人', '最', '高', '的', '推崇', '與', '衷心', '的', '感念']"
329,陳水扁,民進黨,2000,10,在選舉的過程中，臺灣社會高度動員、積極參與，儘管有不同的主張和立場，但是每一個人為了政治理念和國家前途挺身而出的初衷是一樣的。我們相信，選舉的結束是和解的開始，激情落幕之後應該是理性的抬頭。在國家利益與人民福祉的最高原則之下，未來不論是執政者或在野者，都應該能不負人民的付託、善盡本身的職責，實現政黨政治公平競爭、民主政治監督制衡的理想,在選舉的過程中臺灣社會高度動員積極參與儘管有不同的主張和立場但是每一個人為了政治理念和國家前途挺身而出的初衷是一樣的我們相信選舉的結束是和解的開始激情落幕之後應該是理性的抬頭在國家利益與人民福祉的最高原則之下未來不論是執政者或在野者都應該能不負人民的付託善盡本身的職責實現政黨政治公平競爭民主政治監督制衡的理想,"['在', '選舉', '的', '過程', '中', '，', '臺灣', '社會', '高度', '動員', '、', '積極', '參與', '，', '儘管', '有', '不同', '的', '主張', '和', '立場', '，', '但是', '每', '一', '個', '人', '為了', '政治', '理念', '和', '國家', '前途', '挺身而出', '的', '初衷', '是', '一樣', '的', '。', '我們', '相信', '，', '選舉', '的', '結束', '是', '和解', '的', '開始', '，', '激情', '落幕', '之後', '應該', '是', '理性', '的', '抬頭', '。', '在', '國家', '利益', '與', '人民', '福祉', '的', '最', '高', '原則', '之下', '，', '未來', '不論', '是', '執政', '者', '或', '在野', '者', '，', '都', '應該', '能', '不', '負', '人民', '的', '付託', '、', '善盡', '本身', '的', '職責', '，', '實現', '政黨', '政治', '公平', '競爭', '、', '民主', '政治', '監督', '制衡', '的', '理想']"
330,陳水扁,民進黨,2000,10,一個公平競爭、包容信任的民主社會，是國家進步的最大動能。在國家利益高於政黨利益的基礎之上，我們應該凝聚全民的意志與朝野的共識，著手推動國家的進步改革,一個公平競爭包容信任的民主社會是國家進步的最大動能在國家利益高於政黨利益的基礎之上我們應該凝聚全民的意志與朝野的共識著手推動國家的進步改革,"['一', '個', '公平', '競爭', '、', '包容', '信任', '的', '民主', '社會', '，', '是', '國家', '進步', '的', '最', '大', '動能', '。', '在', '國家', '利益', '高於', '政黨', '利益', '的', '基礎', '之上', '，', '我們', '應該', '凝聚', '全民', '的', '意志', '與', '朝野', '的', '共識', '，', '著手', '推動', '國家', '的', '進步', '改革']"
331,陳水扁,民進黨,2000,10,「全民政府、清流共治」是阿扁在選舉期間對人民的承諾，也是臺灣社會未來要跨越斷層、向上提升的重要關鍵,全民政府清流共治是阿扁在選舉期間對人民的承諾也是臺灣社會未來要跨越斷層向上提升的重要關鍵,"['「', '全民', '政府', '、', '清流', '共', '治', '」', '是', '阿扁', '在', '選舉', '期間', '對', '人民', '的', '承諾', '，', '也', '是', '臺灣', '社會', '未來', '要', '跨越', '斷層', '、', '向', '上', '提升', '的', '重要', '關鍵']"
332,陳水扁,民進黨,2000,10,「全民政府」的精神在於「政府是為人民而存在的」，人民是國家的主人和股東，政府的施政必須以多數的民意為依歸。人民的利益絕對高於政黨的利益和個人的利益,全民政府的精神在於政府是為人民而存在的人民是國家的主人和股東政府的施政必須以多數的民意為依歸人民的利益絕對高於政黨的利益和個人的利益,"['「', '全民', '政府', '」', '的', '精神', '在於', '「', '政府', '是', '為', '人民', '而', '存在', '的', '」', '，', '人民', '是', '國家', '的', '主人', '和', '股東', '，', '政府', '的', '施政', '必須', '以', '多數', '的', '民意', '為', '依歸', '。', '人民', '的', '利益', '絕對', '高於', '政黨', '的', '利益', '和', '個人', '的', '利益']"
333,陳水扁,民進黨,2000,10,阿扁永遠以身為民主進步黨的黨員為榮，但是從宣誓就職的這一刻開始，個人將以全部的心力做好「全民總統」的角色。正如同全民新政府的組成，我們用人唯才、不分族群、不分性別、不分黨派，未來的各項施政也都必須以全民的福祉為目標,阿扁永遠以身為民主進步黨的黨員為榮但是從宣誓就職的這一刻開始個人將以全部的心力做好全民總統的角色正如同全民新政府的組成我們用人唯才不分族群不分性別不分黨派未來的各項施政也都必須以全民的福祉為目標,"['阿扁', '永遠', '以', '身為', '民主進步黨', '的', '黨員', '為榮', '，', '但是', '從', '宣誓', '就職', '的', '這', '一', '刻', '開始', '，', '個人', '將', '以', '全部', '的', '心力', '做好', '「', '全民', '總統', '」', '的', '角色', '。', '正', '如同', '全民', '新政府', '的', '組成', '，', '我們', '用人', '唯', '才', '、', '不', '分', '族群', '、', '不', '分', '性別', '、', '不', '分', '黨派', '，', '未來', '的', '各', '項', '施政', '也', '都', '必須', '以', '全民', '的', '福祉', '為', '目標']"
334,陳水扁,民進黨,2000,10,「清流共治」的首要目標是要掃除黑金、杜絕賄選。長期以來，臺灣社會黑白不分、黑道金權介入政治的情況已經遭致臺灣人民的深惡痛絕。基層選舉買票賄選的文化，不僅剝奪了人民「選賢與能、當家作主」的權利，更讓臺灣的民主發展蒙上污名,清流共治的首要目標是要掃除黑金杜絕賄選長期以來臺灣社會黑白不分黑道金權介入政治的情況已經遭致臺灣人民的深惡痛絕基層選舉買票賄選的文化不僅剝奪了人民選賢與能當家作主的權利更讓臺灣的民主發展蒙上污名,"['「', '清流', '共', '治', '」', '的', '首要', '目標', '是', '要', '掃除', '黑金', '、', '杜絕', '賄選', '。', '長期', '以來', '，', '臺灣', '社會', '黑白不分', '、', '黑道', '金權', '介入', '政治', '的', '情況', '已經', '遭致', '臺灣', '人民', '的', '深惡痛絕', '。', '基層', '選舉', '買票', '賄選', '的', '文化', '，', '不僅', '剝奪', '了', '人民', '「', '選賢與能', '、', '當家', '作主', '」', '的', '權利', '，', '更', '讓', '臺灣', '的', '民主', '發展', '蒙上', '污名']"
335,陳水扁,民進黨,2000,10,今天，阿扁願意在此承諾，新政府將以最大的決心來消除賄選、打擊黑金，讓臺灣社會徹底擺脫向下沈淪的力量，讓清流共治向上提升，還給人民一個清明的政治環境,今天阿扁願意在此承諾新政府將以最大的決心來消除賄選打擊黑金讓臺灣社會徹底擺脫向下沈淪的力量讓清流共治向上提升還給人民一個清明的政治環境,"['今天', '，', '阿扁', '願意', '在', '此', '承諾', '，', '新政府', '將', '以', '最', '大', '的', '決心', '來', '消除', '賄選', '、', '打擊', '黑金', '，', '讓', '臺灣', '社會', '徹底', '擺脫', '向', '下', '沈淪', '的', '力量', '，', '讓', '清流', '共治', '向', '上', '提升', '，', '還給', '人民', '一', '個', '清明', '的', '政治', '環境']"
336,陳水扁,民進黨,2000,10,在活力政府的改造方面，面對日益激烈的全球化競爭，為了確保臺灣的競爭力，我們必須建立一個廉潔、效能、有遠見、有活力、有高度彈性和應變力的新政府。「大有為」政府的時代已經過去，取而代之的應該是與民間建立夥伴關係的「小而能」政府。我們應該加速精簡政府的職能與組織，積極擴大民間扮演的角色。如此不僅可以讓民間的活力盡情發揮，也能大幅減輕政府的負擔,在活力政府的改造方面面對日益激烈的全球化競爭為了確保臺灣的競爭力我們必須建立一個廉潔效能有遠見有活力有高度彈性和應變力的新政府大有為政府的時代已經過去取而代之的應該是與民間建立夥伴關係的小而能政府我們應該加速精簡政府的職能與組織積極擴大民間扮演的角色如此不僅可以讓民間的活力盡情發揮也能大幅減輕政府的負擔,"['在', '活力', '政府', '的', '改造', '方面', '，', '面對', '日益', '激烈', '的', '全球化', '競爭', '，', '為了', '確保', '臺灣', '的', '競爭力', '，', '我們', '必須', '建立', '一', '個', '廉潔', '、', '效能', '、', '有', '遠見', '、', '有', '活力', '、', '有', '高度', '彈性', '和', '應變力', '的', '新', '政府', '。', '「', '大有為', '」', '政府', '的', '時代', '已經', '過去', '，', '取而代之', '的', '應該', '是', '與', '民間', '建立', '夥伴', '關係', '的', '「', '小', '而能', '」', '政府', '。', '我們', '應該', '加速', '精簡', '政府', '的', '職能', '與', '組織', '，', '積極', '擴大', '民間', '扮演', '的', '角色', '。', '如此', '不僅', '可以', '讓', '民間', '的', '活力', '盡情', '發揮', '，', '也', '能', '大幅', '減輕', '政府', '的', '負擔']"
337,陳水扁,民進黨,2000,10,同樣的夥伴關係也應該建立在中央與地方政府之間。我們要打破過去中央集權又集錢的威權心態，落實「地方能做、中央不做」的地方自治精神，讓地方與中央政府一起共享資源、一起承擔責任。無論東西南北、不分本島離島，都能夠獲得均衡多元的發展，拉近城鄉之間的距離,同樣的夥伴關係也應該建立在中央與地方政府之間我們要打破過去中央集權又集錢的威權心態落實地方能做中央不做的地方自治精神讓地方與中央政府一起共享資源一起承擔責任無論東西南北不分本島離島都能夠獲得均衡多元的發展拉近城鄉之間的距離,"['同樣', '的', '夥伴', '關係', '也', '應該', '建立', '在', '中央', '與', '地方', '政府', '之間', '。', '我們', '要', '打破', '過去', '中央', '集權', '又', '集', '錢', '的', '威權', '心態', '，', '落實', '「', '地方', '能', '做', '、', '中央', '不', '做', '」', '的', '地方', '自治', '精神', '，', '讓', '地方', '與', '中央政府', '一起', '共享', '資源', '、', '一起', '承擔', '責任', '。', '無論', '東西', '南北', '、', '不', '分', '本島', '離島', '，', '都', '能夠', '獲得', '均衡', '多元', '的', '發展', '，', '拉近', '城鄉', '之間', '的', '距離']"
338,陳水扁,民進黨,2000,10,當然，我們也應該瞭解，政府不是一切問題的答案，人民才是經濟發展與社會進步的原動力。過去半個世紀以來，臺灣人民靠著胼手胝足的努力創造了舉世稱羨的經濟奇蹟，也奠定了中華民國生存發展的命脈。如今，面對資訊科技日新月異以及貿易自由化的衝擊，臺灣的產業發展必然要走向知識經濟的時代，高科技的產業必須不斷創新，傳統的產業也必然要轉型升級,當然我們也應該瞭解政府不是一切問題的答案人民才是經濟發展與社會進步的原動力過去半個世紀以來臺灣人民靠著胼手胝足的努力創造了舉世稱羨的經濟奇蹟也奠定了中華民國生存發展的命脈如今面對資訊科技日新月異以及貿易自由化的衝擊臺灣的產業發展必然要走向知識經濟的時代高科技的產業必須不斷創新傳統的產業也必然要轉型升級,"['當然', '，', '我們', '也', '應該', '瞭解', '，', '政府', '不', '是', '一切', '問題', '的', '答案', '，', '人民', '才', '是', '經濟', '發展', '與', '社會', '進步', '的', '原動力', '。', '過去', '半', '個', '世紀', '以來', '，', '臺灣', '人民', '靠', '著', '胼手胝足', '的', '努力', '創造', '了', '舉世', '稱羨', '的', '經濟', '奇蹟', '，', '也', '奠定', '了', '中華民國', '生存', '發展', '的', '命脈', '。', '如今', '，', '面對', '資訊', '科技', '日新月異', '以及', '貿易', '自由化', '的', '衝擊', '，', '臺灣', '的', '產業', '發展', '必然', '要', '走向', '知識', '經濟', '的', '時代', '，', '高科技', '的', '產業', '必須', '不斷', '創新', '，', '傳統', '的', '產業', '也', '必然', '要', '轉型', '升級']"
339,陳水扁,民進黨,2000,10,未來的政府並不一定要繼續扮演過去「領導者」和「管理者」的角色，反而應該像民間企業所期待的，政府是「支援者」和「服務者」。現代政府的責任在於提高行政的效能、改善國內的投資環境、維持金融秩序與股市的穩定，讓經濟的發展透過公平的競爭走向完全的自由化和國際化。循此原則，民間的活力自然能夠蓬勃興盛，再創下一個階段的經濟奇蹟,未來的政府並不一定要繼續扮演過去領導者和管理者的角色反而應該像民間企業所期待的政府是支援者和服務者現代政府的責任在於提高行政的效能改善國內的投資環境維持金融秩序與股市的穩定讓經濟的發展透過公平的競爭走向完全的自由化和國際化循此原則民間的活力自然能夠蓬勃興盛再創下一個階段的經濟奇蹟,"['未來', '的', '政府', '並', '不一定', '要', '繼續', '扮演', '過去', '「', '領導', '者', '」', '和', '「', '管理', '者', '」', '的', '角色', '，', '反而', '應該', '像', '民間', '企業', '所', '期待', '的', '，', '政府', '是', '「', '支援', '者', '」', '和', '「', '服務', '者', '」', '。', '現代', '政府', '的', '責任', '在於', '提高', '行政', '的', '效能', '、', '改善', '國內', '的', '投資', '環境', '、', '維持', '金融', '秩序', '與', '股市', '的', '穩定', '，', '讓', '經濟', '的', '發展', '透過', '公平', '的', '競爭', '走向', '完全', '的', '自由化', '和', '國際化', '。', '循', '此', '原則', '，', '民間', '的', '活力', '自然', '能夠', '蓬勃', '興盛', '，', '再', '創下', '一', '個', '階段', '的', '經濟', '奇蹟']"
340,陳水扁,民進黨,2000,10,除了鞏固民主的成果、推動政府的改造、提昇經濟的競爭力之外，新政府的首要施政目標應該是順應民意、厲行改革，讓這一塊土地上的人民生活得更有尊嚴、更有自信、更有品質。讓我們的社會不僅安全、和諧、富裕，也要符合公平正義。讓我們的下一代在充滿希望與快樂的教育環境中學習，培養國民不斷成長的競爭力,除了鞏固民主的成果推動政府的改造提昇經濟的競爭力之外新政府的首要施政目標應該是順應民意厲行改革讓這一塊土地上的人民生活得更有尊嚴更有自信更有品質讓我們的社會不僅安全和諧富裕也要符合公平正義讓我們的下一代在充滿希望與快樂的教育環境中學習培養國民不斷成長的競爭力,"['除了', '鞏固', '民主', '的', '成果', '、', '推動', '政府', '的', '改造', '、', '提昇', '經濟', '的', '競爭力', '之外', '，', '新政府', '的', '首要', '施政', '目標', '應該', '是', '順應', '民意', '、', '厲行', '改革', '，', '讓', '這', '一', '塊', '土地', '上', '的', '人民', '生活', '得', '更', '有', '尊嚴', '、', '更', '有', '自信', '、', '更', '有', '品質', '。', '讓', '我們', '的', '社會', '不僅', '安全', '、', '和諧', '、', '富裕', '，', '也', '要', '符合', '公平', '正義', '。', '讓', '我們', '的', '下', '一', '代', '在', '充滿', '希望', '與', '快樂', '的', '教育', '環境', '中', '學習', '，', '培養', '國民', '不斷', '成長', '的', '競爭力']"
341,陳水扁,民進黨,2000,10,二十一世紀將是強調「生活者權利」、「精緻化生活」的時代。舉凡與人民生活息息相關的治安改善、社會福利、環保生態、國土規劃、垃圾處理、河川整治、交通整頓、社區營造等問題，政府都必須提出一套解決方案，並透過公權力徹底加以落實,二十一世紀將是強調生活者權利精緻化生活的時代舉凡與人民生活息息相關的治安改善社會福利環保生態國土規劃垃圾處理河川整治交通整頓社區營造等問題政府都必須提出一套解決方案並透過公權力徹底加以落實,"['二十一世紀', '將', '是', '強調', '「', '生活', '者', '權利', '」', '、', '「', '精緻化', '生活', '」', '的', '時代', '。', '舉凡', '與', '人民', '生活', '息息相關', '的', '治安', '改善', '、', '社會', '福利', '、', '環保', '生態', '、', '國土', '規劃', '、', '垃圾', '處理', '、', '河川', '整治', '、', '交通', '整頓', '、', '社區', '營造', '等', '問題', '，', '政府', '都', '必須', '提出', '一', '套', '解決', '方案', '，', '並', '透過', '公權力', '徹底', '加以', '落實']"
342,陳水扁,民進黨,2000,10,當前我們必須立即提昇的是治安改善與環境保護這兩大生活品質的重要指標。建立社會新秩序，讓所有的老百姓都能安居樂業，生活沒有恐懼。在生態保育與經濟發展之間取得相容的平衡點，讓臺灣成為永續發展的綠色矽島,當前我們必須立即提昇的是治安改善與環境保護這兩大生活品質的重要指標建立社會新秩序讓所有的老百姓都能安居樂業生活沒有恐懼在生態保育與經濟發展之間取得相容的平衡點讓臺灣成為永續發展的綠色矽島,"['當前', '我們', '必須', '立即', '提昇', '的', '是', '治安', '改善', '與', '環境', '保護', '這', '兩', '大', '生活', '品質', '的', '重要', '指標', '。', '建立', '社會', '新', '秩序', '，', '讓', '所有', '的', '老百姓', '都', '能', '安居樂業', '，', '生活', '沒有', '恐懼', '。', '在', '生態', '保育', '與', '經濟', '發展', '之間', '取得', '相容', '的', '平衡點', '，', '讓', '臺灣', '成為', '永續', '發展', '的', '綠色', '矽島']"
343,陳水扁,民進黨,2000,10,司法的尊嚴是民主政治與社會正義的堅強防線。一個公正、獨立的司法體系不僅是社會秩序的維護者，也是人民權益的捍衛者。目前司法的改革還有一段很長的路要走，國人必須繼續給予司法界嚴格的督促與殷切的期盼，在此同時，我們也應該節制行政權力，還給司法獨立運作、不受干擾的空間,司法的尊嚴是民主政治與社會正義的堅強防線一個公正獨立的司法體系不僅是社會秩序的維護者也是人民權益的捍衛者目前司法的改革還有一段很長的路要走國人必須繼續給予司法界嚴格的督促與殷切的期盼在此同時我們也應該節制行政權力還給司法獨立運作不受干擾的空間,"['司法', '的', '尊嚴', '是', '民主', '政治', '與', '社會', '正義', '的', '堅強', '防線', '。', '一', '個', '公正', '、', '獨立', '的', '司法', '體系', '不僅', '是', '社會', '秩序', '的', '維護', '者', '，', '也', '是', '人民', '權益', '的', '捍衛', '者', '。', '目前', '司法', '的', '改革', '還', '有', '一', '段', '很', '長', '的', '路', '要', '走', '，', '國人', '必須', '繼續', '給予', '司法界', '嚴格', '的', '督促', '與', '殷切', '的', '期盼', '，', '在', '此', '同時', '，', '我們', '也', '應該', '節制', '行政', '權力', '，', '還給', '司法', '獨立', '運作', '、', '不', '受', '干擾', '的', '空間']"
344,陳水扁,民進黨,2000,10,臺灣最重要的資源是人力的資源，人才是國家競爭力的根本，教育是「藏富於民」的百年大計。我們將儘速凝聚朝野、學界與民間的共識，持續推動教改的希望工程，建立健康、積極、活潑、創新的教育體制，使臺灣在激烈的國際競爭力之下，源源不斷地培育一流、優秀的人才。讓臺灣社會逐漸走向「學習型組織」和「知識型社會」，鼓舞人民終身學習、求新求變，充分發揮個人的潛力與創造力,臺灣最重要的資源是人力的資源人才是國家競爭力的根本教育是藏富於民的百年大計我們將儘速凝聚朝野學界與民間的共識持續推動教改的希望工程建立健康積極活潑創新的教育體制使臺灣在激烈的國際競爭力之下源源不斷地培育一流優秀的人才讓臺灣社會逐漸走向學習型組織和知識型社會鼓舞人民終身學習求新求變充分發揮個人的潛力與創造力,"['臺灣', '最', '重要', '的', '資源', '是', '人力', '的', '資源', '，', '人才', '是', '國家', '競爭力', '的', '根本', '，', '教育', '是', '「', '藏', '富', '於', '民', '」', '的', '百', '年', '大計', '。', '我們', '將', '儘速', '凝聚', '朝野', '、', '學界', '與', '民間', '的', '共識', '，', '持續', '推動', '教改', '的', '希望', '工程', '，', '建立', '健康', '、', '積極', '、', '活潑', '、', '創新', '的', '教育', '體制', '，', '使', '臺灣', '在', '激烈', '的', '國際', '競爭力', '之下', '，', '源源不斷', '地', '培育', '一流', '、', '優秀', '的', '人才', '。', '讓', '臺灣', '社會', '逐漸', '走向', '「', '學習型', '組織', '」', '和', '「', '知識型', '社會', '」', '，', '鼓舞', '人民', '終身', '學習', '、', '求新', '求變', '，', '充分', '發揮', '個人', '的', '潛力', '與', '創造力']"
345,陳水扁,民進黨,2000,10,目前在全國各地普遍發展的草根性社區組織，包括對地方歷史、人文、地理、生態的探索和維護，展現了人文臺灣由下而上的民間活力。不管是地方文化、庶民文化或者精緻文化，都是臺灣文化整體的一部份。臺灣因為特殊的歷史與地理緣故，蘊含了最豐美多樣的文化元素，但是文化建設無法一蹴可幾，而是要靠一點一滴的累積。我們必須敞開心胸、包容尊重，讓多元族群與不同地域的文化相互感通，讓立足臺灣的本土文化與華人文化、世界文化自然接軌，創造「文化臺灣、世紀維新」的新格局,目前在全國各地普遍發展的草根性社區組織包括對地方歷史人文地理生態的探索和維護展現了人文臺灣由下而上的民間活力不管是地方文化庶民文化或者精緻文化都是臺灣文化整體的一部份臺灣因為特殊的歷史與地理緣故蘊含了最豐美多樣的文化元素但是文化建設無法一蹴可幾而是要靠一點一滴的累積我們必須敞開心胸包容尊重讓多元族群與不同地域的文化相互感通讓立足臺灣的本土文化與華人文化世界文化自然接軌創造文化臺灣世紀維新的新格局,"['目前', '在', '全', '國', '各', '地', '普遍', '發展', '的', '草根性', '社區', '組織', '，', '包括', '對', '地方', '歷史', '、', '人文', '、', '地理', '、', '生態', '的', '探索', '和', '維護', '，', '展現', '了', '人文', '臺灣', '由', '下', '而', '上', '的', '民間', '活力', '。', '不管', '是', '地方', '文化', '、', '庶民', '文化', '或者', '精緻', '文化', '，', '都', '是', '臺灣', '文化', '整體', '的', '一', '部份', '。', '臺灣', '因為', '特殊', '的', '歷史', '與', '地理', '緣故', '，', '蘊含', '了', '最', '豐美', '多樣', '的', '文化', '元素', '，', '但是', '文化', '建設', '無法', '一蹴可幾', '，', '而是', '要', '靠', '一點一滴', '的', '累積', '。', '我們', '必須', '敞開', '心胸', '、', '包容', '尊重', '，', '讓', '多元', '族群', '與', '不同', '地域', '的', '文化', '相互', '感通', '，', '讓', '立足', '臺灣', '的', '本土', '文化', '與', '華人', '文化', '、', '世界', '文化', '自然', '接軌', '，', '創造', '「', '文化', '臺灣', '、', '世紀', '維新', '」', '的', '新', '格局']"
346,陳水扁,民進黨,2000,10,去年發生的九二一大地震，讓我們心愛的土地和同胞歷經前所未有的浩劫，傷痛之深至今未能癒合。新政府對於災區的重建工作刻不容緩，包括產業的復甦和心靈的重建，必須做到最後一人的照顧、最後一處的重建完成為止。在此，我們也要對於災後救援與重建過程中，充滿大愛、無私奉獻的所有個人與民間團體，再次表達最高的敬意。在大自然的惡力中，我們看到了臺灣最美的慈悲、最強的信念、最大的信任！九二一震災讓同胞受傷跌倒，但是在「志工臺灣」的精神中，臺灣新家庭一定會重新堅強的站起來！親愛的同胞，四百年前，臺灣因為璀麗的山川風貌被世人稱為「福爾摩沙——美麗之島」。今天，因為這一塊土地上的人民所締造的歷史新頁，臺灣重新展現了「民主之島」的風采，再次吸引了全世界的目光,去年發生的九二一大地震讓我們心愛的土地和同胞歷經前所未有的浩劫傷痛之深至今未能癒合新政府對於災區的重建工作刻不容緩包括產業的復甦和心靈的重建必須做到最後一人的照顧最後一處的重建完成為止在此我們也要對於災後救援與重建過程中充滿大愛無私奉獻的所有個人與民間團體再次表達最高的敬意在大自然的惡力中我們看到了臺灣最美的慈悲最強的信念最大的信任九二一震災讓同胞受傷跌倒但是在志工臺灣的精神中臺灣新家庭一定會重新堅強的站起來親愛的同胞四百年前臺灣因為璀麗的山川風貌被世人稱為福爾摩沙美麗之島今天因為這一塊土地上的人民所締造的歷史新頁臺灣重新展現了民主之島的風采再次吸引了全世界的目光,"['去年', '發生', '的', '九二一', '大', '地震', '，', '讓', '我們', '心愛', '的', '土地', '和', '同胞', '歷經', '前所未有', '的', '浩劫', '，', '傷痛', '之', '深', '至今', '未', '能', '癒合', '。', '新政府', '對於', '災區', '的', '重建', '工作', '刻不容緩', '，', '包括', '產業', '的', '復甦', '和', '心靈', '的', '重建', '，', '必須', '做到', '最後', '一', '人', '的', '照顧', '、', '最後', '一', '處', '的', '重建', '完成', '為止', '。', '在', '此', '，', '我們', '也', '要', '對於', '災', '後', '救援', '與', '重建', '過程', '中', '，', '充滿', '大', '愛', '、', '無私', '奉獻', '的', '所有', '個人', '與', '民間團體', '，', '再次', '表達', '最', '高', '的', '敬意', '。', '在', '大自然', '的', '惡力', '中', '，', '我們', '看到', '了', '臺灣', '最', '美', '的', '慈悲', '、', '最', '強', '的', '信念', '、', '最', '大', '的', '信任', '！', '九二一', '震災', '讓', '同胞', '受傷', '跌倒', '，', '但是', '在', '「', '志工', '臺灣', '」', '的', '精神', '中', '，', '臺灣', '新', '家庭', '一定', '會', '重新', '堅強', '的', '站起來', '！', '親愛', '的', '同胞', '，', '四百', '年', '前', '，', '臺灣', '因為', '璀麗', '的', '山川', '風貌', '被', '世人', '稱為', '「', '福爾摩沙', '—', '—', '美麗', '之', '島', '」', '。', '今天', '，', '因為', '這', '一', '塊', '土地', '上', '的', '人民', '所', '締造', '的', '歷史', '新頁', '，', '臺灣', '重新', '展現', '了', '「', '民主', '之', '島', '」', '的', '風采', '，', '再次', '吸引', '了', '全', '世界', '的', '目光']"
